region,city,subdistrict,postcode
Ilocos Norte,Sarrat,Santo Tomas,2914
Ilocos Norte,Solsona,Aguitap,2910
Ilocos Norte,Solsona,Bagbag,2910
Ilocos Norte,Solsona,Bagbago,2910
Ilocos Norte,Solsona,Barcelona,2910
Ilocos Norte,Solsona,Bubuos,2910
Ilocos Norte,Solsona,Capurictan,2910
Ilocos Norte,Solsona,Catangraran,2910
Ilocos Norte,Solsona,Darasdas,2910
Ilocos Norte,Solsona,Juan,2910
Ilocos Norte,Solsona,Laureta,2910
Ilocos Norte,Solsona,Lipay,2910
Ilocos Norte,Solsona,Maananteng,2910
Ilocos Norte,Solsona,Manalpac,2910
Ilocos Norte,Solsona,Mariquet,2910
Ilocos Norte,Solsona,Nagpatpatan,2910
Ilocos Norte,Solsona,Nalasin,2910
Ilocos Norte,Solsona,Puttao,2910
Ilocos Norte,Solsona,San Juan,2910
Ilocos Norte,Solsona,San Julian,2910
Ilocos Norte,Solsona,Santa Ana,2910
Ilocos Norte,Solsona,Santiago,2910
Ilocos Norte,Solsona,Talugtog,2910
Ilocos Norte,Vintar,Abkir,2915
Ilocos Norte,Vintar,Alsem,2915
Ilocos Norte,Vintar,Bago,2915
Ilocos Norte,Vintar,Bulbulala,2915
Ilocos Norte,Vintar,Cabangaran,2915
Ilocos Norte,Vintar,Cabayo,2915
Ilocos Norte,Vintar,Cabisocolan,2915
Ilocos Norte,Vintar,Canaam,2915
Ilocos Norte,Vintar,Columbia,2915
Ilocos Norte,Vintar,Dagupan,2915
Ilocos Norte,Vintar,Pedro F. Alviar (Diaton),2915
Ilocos Norte,Vintar,Dipilat,2915
Ilocos Norte,Vintar,Esperanza,2915
Ilocos Norte,Vintar,Ester,2915
Ilocos Norte,Vintar,Isic Isic,2915
Ilocos Norte,Vintar,Lubnac,2915
Ilocos Norte,Vintar,Mabanbanag,2915
Ilocos Norte,Vintar,Alejo Malasig,2915
Ilocos Norte,Vintar,Manarang,2915
Ilocos Norte,Vintar,Margaay,2915
Ilocos Norte,Vintar,Namoroc,2915
Ilocos Norte,Vintar,Malampa (Peninaan-Malampa),2915
Ilocos Norte,Vintar,Parparoroc,2915
Ilocos Norte,Vintar,Parut,2915
Ilocos Norte,Vintar,Salsalamagui,2915
Ilocos Norte,Vintar,San Jose (Lipay),2915
Ilocos Norte,Vintar,San Nicolas,2915
Ilocos Norte,Vintar,San Pedro,2915
Ilocos Norte,Vintar,San Ramon,2915
Ilocos Norte,Vintar,San Roque,2915
Ilocos Norte,Vintar,Santa Maria,2915
Ilocos Norte,Vintar,Tamdagan,2915
Ilocos Norte,Vintar,Visaya,2915
Ilocos Sur,Banayoyo,Bagbagotot,2708
Ilocos Sur,Banayoyo,Banbanaal,2708
Ilocos Sur,Banayoyo,Bisangol,2708
Ilocos Sur,Banayoyo,Cadanglaan,2708
Ilocos Sur,Banayoyo,Casilagan Norte,2708
Ilocos Sur,Banayoyo,Casilagan Sur,2708
Ilocos Sur,Banayoyo,Elefante,2708
Ilocos Sur,Banayoyo,Guardia,2708
Ilocos Sur,Banayoyo,Lintic,2708
Ilocos Sur,Banayoyo,Lopez,2708
Ilocos Sur,Banayoyo,Montero,2708
Ilocos Sur,Banayoyo,Naguimba,2708
Ilocos Sur,Banayoyo,Pila,2708
Ilocos Sur,Banayoyo,Poblacion,2708
Ilocos Sur,Bantay,Aggay,2727
Ilocos Sur,Bantay,An-Annam,2727
Ilocos Sur,Bantay,Balaleng,2727
Ilocos Sur,Bantay,Banaoang,2727
Ilocos Sur,Bantay,Bulag,2727
Ilocos Sur,Bantay,Buquig,2727
Ilocos Sur,Bantay,Cabalanggan,2727
Ilocos Sur,Bantay,Cabaroan,2727
Ilocos Sur,Bantay,Cabusligan,2727
Ilocos Sur,Bantay,Capangdanan,2727
Ilocos Sur,Bantay,Guimod,2727
Ilocos Sur,Bantay,Lingsat,2727
Ilocos Sur,Bantay,Malingeb,2727
Ilocos Sur,Bantay,Mira,2727
Ilocos Sur,Bantay,Naguiddayan,2727
Ilocos Sur,Bantay,Ora,2727
Ilocos Sur,Bantay,Paing,2727
Ilocos Sur,Bantay,Puspus,2727
Ilocos Sur,Bantay,Quimmarayan,2727
Ilocos Sur,Bantay,Sagneb,2727
Ilocos Sur,Bantay,Sagpat,2727
Ilocos Sur,Bantay,San Mariano (Sallacong),2727
Ilocos Sur,Bantay,San Isidro,2727
Ilocos Sur,Bantay,San Julian,2727
Ilocos Sur,Bantay,Sinabaan,2727
Ilocos Sur,Bantay,Taguiporo,2727
Ilocos Sur,Bantay,Taleb,2727
Ilocos Sur,Bantay,Tay-Ac,2727
Ilocos Sur,Bantay,1,2727
Ilocos Sur,Bantay,2,2727
Ilocos Sur,Bantay,3,2727
Ilocos Sur,Bantay,4,2727
Ilocos Sur,Bantay,5,2727
Ilocos Sur,Bantay,6,2727
Ilocos Sur,Burgos,Ambugat,2724
Ilocos Sur,Burgos,Balugang,2724
Ilocos Sur,Burgos,Bangbangar,2724
Ilocos Sur,Burgos,Bessang,2724
Ilocos Sur,Burgos,Cabcaburao,2724
Ilocos Sur,Burgos,Cadacad,2724
Ilocos Sur,Burgos,Callitong,2724
Ilocos Sur,Burgos,Dayanki,2724
Ilocos Sur,Burgos,Lesseb,2724
Ilocos Sur,Burgos,Lubing,2724
Ilocos Sur,Burgos,Lucaban,2724
Ilocos Sur,Burgos,Luna,2724
Ilocos Sur,Burgos,Macaoayan,2724
Ilocos Sur,Burgos,Mambug,2724
Ilocos Sur,Burgos,Manaboc,2724
Ilocos Sur,Burgos,Mapanit,2724
Ilocos Sur,Burgos,Poblacion Sur (Masingit),2724
Ilocos Sur,Burgos,Nagpanaoan,2724
Ilocos Sur,Burgos,Dirdirig (Dirdirig-Paday),2724
Ilocos Sur,Burgos,Paduros,2724
Ilocos Sur,Burgos,Patac,2724
Ilocos Sur,Burgos,Poblacion Norte (Bato),2724
Ilocos Sur,Burgos,Sabangan Pinggan,2724
Ilocos Sur,Burgos,Subadi Norte,2724
Ilocos Sur,Burgos,Subadi Sur,2724
Ilocos Sur,Burgos,Taliao,2724
Ilocos Sur,Cabugao,Alinaay,2732
Ilocos Sur,Cabugao,Aragan,2732
Ilocos Sur,Cabugao,Arnap,2732
Ilocos Sur,Cabugao,Baclig,2732
Ilocos Sur,Cabugao,Bato,2732
Ilocos Sur,Cabugao,Bonifacio,2732
Ilocos Sur,Cabugao,Bungro,2732
Ilocos Sur,Cabugao,Cacadiran,2732
Ilocos Sur,Cabugao,Caellayan,2732
Ilocos Sur,Cabugao,Carusipan,2732
Ilocos Sur,Cabugao,Catucdaan,2732
Ilocos Sur,Cabugao,Cuancabal,2732
Ilocos Sur,Cabugao,Cuantacla,2732
Ilocos Sur,Cabugao,Daclapan,2732
Ilocos Sur,Cabugao,Dardarat,2732
Ilocos Sur,Cabugao,Lipit,2732
Ilocos Sur,Cabugao,Maradodon,2732
Ilocos Sur,Cabugao,Margaay,2732
Ilocos Sur,Cabugao,Nagsantaan,2732
Ilocos Sur,Cabugao,Nagsincaoan,2732
Ilocos Sur,Cabugao,Namruangan,2732
Ilocos Sur,Cabugao,Pila,2732
Ilocos Sur,Cabugao,Pug-Os,2732
Ilocos Sur,Cabugao,Quezon,2732
Ilocos Sur,Cabugao,Reppaac,2732
Ilocos Sur,Cabugao,Rizal,2732
Ilocos Sur,Cabugao,Sabang,2732
Ilocos Sur,Cabugao,Sagayaden,2732
Ilocos Sur,Cabugao,Salapasap,2732
Ilocos Sur,Cabugao,Salomague,2732
Ilocos Sur,Cabugao,Sisim,2732
Ilocos Sur,Cabugao,Turod,2732
Ilocos Sur,Cabugao,Turod-Patac,2732
Ilocos Sur,Candon,Allangigan Primero,2710
Ilocos Sur,Candon,Allangigan Segundo,2710
Ilocos Sur,Candon,Amguid,2710
Ilocos Sur,Candon,Ayudante,2710
Ilocos Sur,Candon,Bagani Camposanto,2710
Ilocos Sur,Candon,Bagani Gabor,2710
Ilocos Sur,Candon,Bagani Tocgo,2710
Ilocos Sur,Candon,Bagani Ubbog,2710
Ilocos Sur,Candon,Bagar,2710
Ilocos Sur,Candon,Balingaoan,2710
Ilocos Sur,Candon,Bugnay,2710
Ilocos Sur,Candon,Calaoaan,2710
Ilocos Sur,Candon,Calongbuyan,2710
Ilocos Sur,Candon,Caterman,2710
Ilocos Sur,Candon,Cubcubboot,2710
Ilocos Sur,Candon,Darapidap,2710
Ilocos Sur,Candon,Langlangca Primero,2710
Ilocos Sur,Candon,Langlangca Segundo,2710
Ilocos Sur,Candon,Oaig-Daya,2710
Ilocos Sur,Candon,Palacapac,2710
Ilocos Sur,Candon,Paras,2710
Ilocos Sur,Candon,Parioc Primero,2710
Ilocos Sur,Candon,Parioc Segundo,2710
Ilocos Sur,Candon,Patpata Primero,2710
Ilocos Sur,Candon,Patpata Segundo,2710
Ilocos Sur,Candon,Paypayad,2710
Ilocos Sur,Candon,Salvador Primero,2710
Ilocos Sur,Candon,Salvador Segundo,2710
Ilocos Sur,Candon,San Agustin,2710
Ilocos Sur,Candon,San Andres,2710
Ilocos Sur,Candon,San Antonio,2710
Ilocos Sur,Candon,San Isidro,2710
Ilocos Sur,Candon,San Jose,2710
Ilocos Sur,Candon,San Juan,2710
Ilocos Sur,Candon,San Nicolas,2710
Ilocos Sur,Candon,San Pedro,2710
Ilocos Sur,Candon,Santo Tomas,2710
Ilocos Sur,Candon,Tablac,2710
Ilocos Sur,Candon,Talogtog,2710
Ilocos Sur,Candon,Tamurong Primero,2710
Ilocos Sur,Candon,Tamurong Segundo,2710
Ilocos Sur,Candon,Villarica,2710
Ilocos Sur,Caoayan,Anonang Mayor,2702
Ilocos Sur,Caoayan,Anonang Menor,2702
Ilocos Sur,Caoayan,Baggoc,2702
Ilocos Sur,Caoayan,Callaguip,2702
Ilocos Sur,Caoayan,Caparacadan,2702
Ilocos Sur,Caoayan,Fuerte,2702
Ilocos Sur,Caoayan,Manangat,2702
Ilocos Sur,Caoayan,Naguilian,2702
Ilocos Sur,Caoayan,Nansuagao,2702
Ilocos Sur,Caoayan,Pandan,2702
Ilocos Sur,Caoayan,Pantay-Quitiquit,2702
Ilocos Sur,Caoayan,Don Dimas Querubin,2702
Ilocos Sur,Caoayan,Puro,2702
Ilocos Sur,Caoayan,Pantay Tamurong,2702
Ilocos Sur,Caoayan,Villamar,2702
Ilocos Sur,Caoayan,Don Alejandro Quirolgico,2702
Ilocos Sur,Caoayan,Don Lorenzo Querubin,2702
Ilocos Sur,Cervantes,Aluling,2718
Ilocos Sur,Cervantes,Comillas North,2718
Ilocos Sur,Cervantes,Comillas South,2718
Ilocos Sur,Cervantes,Concepcion,2718
Ilocos Sur,Cervantes,Dinwede East,2718
Ilocos Sur,Cervantes,Dinwede West,2718
Ilocos Sur,Cervantes,Libang,2718
Ilocos Sur,Cervantes,Pilipil,2718
Ilocos Sur,Cervantes,Remedios,2718
Ilocos Sur,Cervantes,Rosario,2718
Ilocos Sur,Cervantes,San Juan,2718
Ilocos Sur,Cervantes,San Luis,2718
Ilocos Sur,Cervantes,Malaya,2718
Ilocos Sur,Galimuyod,Abaya,2709
Ilocos Sur,Galimuyod,Baracbac,2709
Ilocos Sur,Galimuyod,Bidbiday,2709
Ilocos Sur,Galimuyod,Bitong,2709
Ilocos Sur,Galimuyod,Borobor,2709
Ilocos Sur,Galimuyod,Calimugtong,2709
Ilocos Sur,Galimuyod,Calongbuyan,2709
Ilocos Sur,Galimuyod,Calumbaya,2709
Ilocos Sur,Galimuyod,Daldagan,2709
Ilocos Sur,Galimuyod,Kilang,2709
Ilocos Sur,Galimuyod,Legaspi,2709
Ilocos Sur,Galimuyod,Mabayag,2709
Ilocos Sur,Galimuyod,Matanubong,2709
Ilocos Sur,Galimuyod,Mckinley,2709
Ilocos Sur,Galimuyod,Nagsingcaoan,2709
Ilocos Sur,Galimuyod,Oaig-Daya,2709
Ilocos Sur,Galimuyod,Pagangpang,2709
Ilocos Sur,Galimuyod,Patac,2709
Ilocos Sur,Galimuyod,Poblacion,2709
Ilocos Sur,Galimuyod,Rubio,2709
Ilocos Sur,Galimuyod,Sabangan-Bato,2709
Ilocos Sur,Galimuyod,Sacaang,2709
Ilocos Sur,Galimuyod,San Vicente,2709
Ilocos Sur,Galimuyod,Sapang,2709
Ilocos Sur,Gregorio Del Pilar (Concepcion),Alfonso (Tangaoan),2720
Ilocos Sur,Gregorio Del Pilar (Concepcion),Bussot,2720
Ilocos Sur,Gregorio Del Pilar (Concepcion),Concepcion,2720
Ilocos Sur,Gregorio Del Pilar (Concepcion),Dapdappig,2720
Ilocos Sur,Gregorio Del Pilar (Concepcion),Matue-Butarag,2720
Ilocos Sur,Gregorio Del Pilar (Concepcion),Poblacion Norte,2720
Ilocos Sur,Gregorio Del Pilar (Concepcion),Poblacion Sur,2720
Ilocos Sur,Lidlidda,Banucal,2723
Ilocos Sur,Lidlidda,Bequi-Walin,2723
Ilocos Sur,Lidlidda,Bugui,2723
Ilocos Sur,Lidlidda,Calungbuyan,2723
Ilocos Sur,Lidlidda,Carcarabasa,2723
Ilocos Sur,Lidlidda,Labut,2723
Ilocos Sur,Lidlidda,Poblacion Norte,2723
Ilocos Sur,Lidlidda,Poblacion Sur,2723
Ilocos Sur,Lidlidda,San Vicente,2723
Ilocos Sur,Lidlidda,Suysuyan,2723
Ilocos Sur,Lidlidda,Tay-Ac,2723
Ilocos Sur,Magsingal,Alangan,2730
Ilocos Sur,Magsingal,Bacar,2730
Ilocos Sur,Magsingal,Barbarit,2730
Ilocos Sur,Magsingal,Bungro,2730
Ilocos Sur,Magsingal,Cabaroan,2730
Ilocos Sur,Magsingal,Cadanglaan,2730
Ilocos Sur,Magsingal,Caraisan,2730
Ilocos Sur,Magsingal,Dacutan,2730
Ilocos Sur,Magsingal,Labut,2730
Ilocos Sur,Magsingal,Maas-Asin,2730
Ilocos Sur,Magsingal,Macatcatud,2730
Ilocos Sur,Magsingal,Namalpalan,2730
Ilocos Sur,Magsingal,Manzante,2730
Ilocos Sur,Magsingal,Maratudo,2730
Ilocos Sur,Magsingal,Miramar,2730
Ilocos Sur,Magsingal,Napo,2730
Ilocos Sur,Magsingal,Pagsanaan Norte,2730
Ilocos Sur,Magsingal,Pagsanaan Sur,2730
Ilocos Sur,Magsingal,Panay Norte,2730
Ilocos Sur,Magsingal,Panay Sur,2730
Ilocos Sur,Magsingal,Patong,2730
Ilocos Sur,Magsingal,Puro,2730
Ilocos Sur,Magsingal,San Basilio,2730
Ilocos Sur,Magsingal,San Clemente,2730
Ilocos Sur,Magsingal,San Julian,2730
Ilocos Sur,Magsingal,San Lucas,2730
Ilocos Sur,Magsingal,San Ramon,2730
Ilocos Sur,Magsingal,San Vicente,2730
Ilocos Sur,Magsingal,Santa Monica,2730
Ilocos Sur,Magsingal,Sarsaracat,2730
Ilocos Sur,Nagbukel,Balaweg,2725
Ilocos Sur,Nagbukel,Bandril,2725
Ilocos Sur,Nagbukel,Bantugo,2725
Ilocos Sur,Nagbukel,Cadacad,2725
Ilocos Sur,Nagbukel,Casilagan,2725
Ilocos Sur,Nagbukel,Casocos,2725
Ilocos Sur,Nagbukel,Lapting,2725
Ilocos Sur,Nagbukel,Mapisi,2725
Ilocos Sur,Nagbukel,Mission,2725
Ilocos Sur,Nagbukel,Poblacion East,2725
Ilocos Sur,Nagbukel,Poblacion West,2725
Ilocos Sur,Nagbukel,Taleb,2725
Ilocos Sur,Narvacan,Abuor,2704
Ilocos Sur,Narvacan,Ambulogan,2704
Ilocos Sur,Narvacan,Aquib,2704
Ilocos Sur,Narvacan,Banglayan,2704
Ilocos Sur,Narvacan,Bulanos,2704
Ilocos Sur,Narvacan,Cadacad,2704
Ilocos Sur,Narvacan,Cagayungan,2704
Ilocos Sur,Narvacan,Camarao,2704
Ilocos Sur,Narvacan,Casilagan,2704
Ilocos Sur,Narvacan,Codoog,2704
Ilocos Sur,Narvacan,Dasay,2704
Ilocos Sur,Narvacan,Dinalaoan,2704
Ilocos Sur,Narvacan,Estancia,2704
Ilocos Sur,Narvacan,Lanipao,2704
Ilocos Sur,Narvacan,Lungog,2704
Ilocos Sur,Narvacan,Margaay,2704
Ilocos Sur,Narvacan,Marozo,2704
Ilocos Sur,Narvacan,Naguneg,2704
Ilocos Sur,Narvacan,Orence,2704
Ilocos Sur,Narvacan,Pantoc,2704
Ilocos Sur,Narvacan,Paratong,2704
Ilocos Sur,Narvacan,Parparia,2704
Ilocos Sur,Narvacan,Quinarayan,2704
Ilocos Sur,Narvacan,Rivadavia,2704
Ilocos Sur,Narvacan,San Antonio,2704
Ilocos Sur,Narvacan,San Jose,2704
Ilocos Sur,Narvacan,San Pablo,2704
Ilocos Sur,Narvacan,San Pedro,2704
Ilocos Sur,Narvacan,Santa Lucia,2704
Ilocos Sur,Narvacan,Sarmingan,2704
Ilocos Sur,Narvacan,Sucoc,2704
Ilocos Sur,Narvacan,Sulvec,2704
Ilocos Sur,Narvacan,Turod,2704
Ilocos Sur,Narvacan,Bantay Abot,2704
Ilocos Sur,Quirino (Angkaki),Banoen,2721
Ilocos Sur,Quirino (Angkaki),Cayus,2721
Ilocos Sur,Quirino (Angkaki),Patungcaleo (Lamag),2721
Ilocos Sur,Quirino (Angkaki),Malideg,2721
Ilocos Sur,Quirino (Angkaki),Namitpit,2721
Ilocos Sur,Quirino (Angkaki),Patiacan,2721
Ilocos Sur,Quirino (Angkaki),Legleg,2721
Ilocos Sur,Quirino (Angkaki),Suagayan,2721
Ilocos Sur,Quirino (Angkaki),Lamag (Tubtuba),2721
Ilocos Sur,Salcedo (Baugen),Atabay,2711
Ilocos Sur,Salcedo (Baugen),Calangcuasan,2711
Ilocos Sur,Salcedo (Baugen),Balidbid,2711
Ilocos Sur,Salcedo (Baugen),Baluarte,2711
Ilocos Sur,Salcedo (Baugen),Baybayading,2711
Ilocos Sur,Salcedo (Baugen),Boguibog,2711
Ilocos Sur,Salcedo (Baugen),Bulala-Leguey,2711
Ilocos Sur,Salcedo (Baugen),Kaliwakiw,2711
Ilocos Sur,Salcedo (Baugen),Culiong,2711
Ilocos Sur,Salcedo (Baugen),Dinaratan,2711
Ilocos Sur,Salcedo (Baugen),Kinmarin,2711
Ilocos Sur,Salcedo (Baugen),Lucbuban,2711
Ilocos Sur,Salcedo (Baugen),Madarang,2711
Ilocos Sur,Salcedo (Baugen),Maligcong,2711
Ilocos Sur,Salcedo (Baugen),Pias,2711
Ilocos Sur,Salcedo (Baugen),Poblacion Norte,2711
Ilocos Sur,Salcedo (Baugen),Poblacion Sur,2711
Ilocos Sur,Salcedo (Baugen),San Gaspar,2711
Ilocos Sur,Salcedo (Baugen),San Tiburcio,2711
Ilocos Sur,Salcedo (Baugen),Sorioan,2711
Ilocos Sur,Salcedo (Baugen),Ubbog,2711
Ilocos Sur,San Emilio,Cabaroan,2722
Ilocos Sur,San Emilio,Kalumsing,2722
Ilocos Sur,San Emilio,Lancuas,2722
Ilocos Sur,San Emilio,Matibuey,2722
Ilocos Sur,San Emilio,Paltoc,2722
Ilocos Sur,San Emilio,Sibsibbu,2722
Ilocos Sur,San Emilio,Tiagan,2722
Ilocos Sur,San Emilio,San Miliano,2722
Ilocos Sur,San Esteban,Ansad,2706
Ilocos Sur,San Esteban,Apatot,2706
Ilocos Sur,San Esteban,Bateria,2706
Ilocos Sur,San Esteban,Cabaroan,2706
Ilocos Sur,San Esteban,Cappa-Cappa,2706
Ilocos Sur,San Esteban,Poblacion,2706
Ilocos Sur,San Esteban,San Nicolas,2706
Ilocos Sur,San Esteban,San Pablo,2706
Ilocos Sur,San Esteban,San Rafael,2706
Ilocos Sur,San Esteban,Villa Quirino,2706
Ilocos Sur,San Ildefonso,Arnap,2728
Ilocos Sur,San Ildefonso,Bahet,2728
Ilocos Sur,San Ildefonso,Belen,2728
Ilocos Sur,San Ildefonso,Bungro,2728
Ilocos Sur,San Ildefonso,Busiing Sur,2728
Ilocos Sur,San Ildefonso,Busiing Norte,2728
Ilocos Sur,San Ildefonso,Dongalo,2728
Ilocos Sur,San Ildefonso,Gongogong,2728
Ilocos Sur,San Ildefonso,Iboy,2728
Ilocos Sur,San Ildefonso,Otol-Patac,2728
Ilocos Sur,San Ildefonso,Poblacion East,2728
Ilocos Sur,San Ildefonso,Poblacion West,2728
Ilocos Sur,San Ildefonso,Kinamantirisan,2728
Ilocos Sur,San Ildefonso,Sagneb,2728
Ilocos Sur,San Ildefonso,Sagsagat,2728
Ilocos Sur,San Juan (Lapog),Bacsil,2731
Ilocos Sur,San Juan (Lapog),Baliw,2731
Ilocos Sur,San Juan (Lapog),Bannuar,2731
Ilocos Sur,San Juan (Lapog),Barbar,2731
Ilocos Sur,San Juan (Lapog),Cabanglotan,2731
Ilocos Sur,San Juan (Lapog),Cacandongan,2731
Ilocos Sur,San Juan (Lapog),Camanggaan,2731
Ilocos Sur,San Juan (Lapog),Camindoroan,2731
Ilocos Sur,San Juan (Lapog),Caronoan,2731
Ilocos Sur,San Juan (Lapog),Darao,2731
Ilocos Sur,San Juan (Lapog),Dardarat,2731
Ilocos Sur,San Juan (Lapog),Guimod Norte,2731
Ilocos Sur,San Juan (Lapog),Guimod Sur,2731
Ilocos Sur,San Juan (Lapog),Immayos Norte,2731
Ilocos Sur,San Juan (Lapog),Immayos Sur,2731
Ilocos Sur,San Juan (Lapog),Labnig,2731
Ilocos Sur,San Juan (Lapog),Lapting,2731
Ilocos Sur,San Juan (Lapog),Lira,2731
Ilocos Sur,San Juan (Lapog),Malamin,2731
Ilocos Sur,San Juan (Lapog),Muraya,2731
Ilocos Sur,San Juan (Lapog),Nagsabaran,2731
Ilocos Sur,San Juan (Lapog),Nagsupotan,2731
Ilocos Sur,San Juan (Lapog),Pandayan,2731
Ilocos Sur,San Juan (Lapog),Refaro,2731
Ilocos Sur,San Juan (Lapog),Resurreccion,2731
Ilocos Sur,San Juan (Lapog),Sabangan,2731
Ilocos Sur,San Juan (Lapog),San Isidro,2731
Ilocos Sur,San Juan (Lapog),Saoang,2731
Ilocos Sur,San Juan (Lapog),Solotsolot,2731
Ilocos Sur,San Juan (Lapog),Sunggiam,2731
Ilocos Sur,San Juan (Lapog),Surngit,2731
Ilocos Sur,San Juan (Lapog),Asilang,2731
Ilocos Sur,San Vicente,Bantaoay,2726
Ilocos Sur,San Vicente,Bayubay Norte,2726
Ilocos Sur,San Vicente,Bayubay Sur,2726
Ilocos Sur,San Vicente,Lubong,2726
Ilocos Sur,San Vicente,Poblacion,2726
Ilocos Sur,San Vicente,Pudoc,2726
Ilocos Sur,San Vicente,San Sebastian,2726
Ilocos Sur,Santa,Ampandula,2703
Ilocos Sur,Santa,Banaoang,2703
Ilocos Sur,Santa,Basug,2703
Ilocos Sur,Santa,Bucalag,2703
Ilocos Sur,Santa,Cabangaran,2703
Ilocos Sur,Santa,Calungboyan,2703
Ilocos Sur,Santa,Casiber,2703
Ilocos Sur,Santa,Dammay,2703
Ilocos Sur,Santa,Labut Norte,2703
Ilocos Sur,Santa,Labut Sur,2703
Ilocos Sur,Santa,Mabilbila Sur,2703
Ilocos Sur,Santa,Mabilbila Norte,2703
Ilocos Sur,Santa,Magsaysay District,2703
Ilocos Sur,Santa,Manueva,2703
Ilocos Sur,Santa,Marcos,2703
Ilocos Sur,Santa,Nagpanaoan,2703
Ilocos Sur,Santa,Namalangan,2703
Ilocos Sur,Santa,Oribi,2703
Ilocos Sur,Santa,Pasungol,2703
Ilocos Sur,Santa,Quezon,2703
Ilocos Sur,Santa,Quirino,2703
Ilocos Sur,Santa,Rancho,2703
Ilocos Sur,Santa,Rizal,2703
Ilocos Sur,Santa,Sacuyya Norte,2703
Ilocos Sur,Santa,Sacuyya Sur,2703
Ilocos Sur,Santa,Tabucolan,2703
Ilocos Sur,Santa Catalina,Cabaroan,2701
Ilocos Sur,Santa Catalina,Cabittaogan,2701
Ilocos Sur,Santa Catalina,Cabuloan,2701
Ilocos Sur,Santa Catalina,Pangada,2701
Ilocos Sur,Santa Catalina,Paratong,2701
Ilocos Sur,Santa Catalina,Poblacion,2701
Ilocos Sur,Santa Catalina,Sinabaan,2701
Ilocos Sur,Santa Catalina,Subec,2701
Ilocos Sur,Santa Catalina,Tamorong,2701
Ilocos Sur,Santa Cruz,Amarao,2713
Ilocos Sur,Santa Cruz,Babayoan,2713
Ilocos Sur,Santa Cruz,Bacsayan,2713
Ilocos Sur,Santa Cruz,Banay,2713
Ilocos Sur,Santa Cruz,Bayugao Este,2713
Ilocos Sur,Santa Cruz,Bayugao Oeste,2713
Ilocos Sur,Santa Cruz,Besalan,2713
Ilocos Sur,Santa Cruz,Bugbuga,2713
Ilocos Sur,Santa Cruz,Calaoaan,2713
Ilocos Sur,Santa Cruz,Camanggaan,2713
Ilocos Sur,Santa Cruz,Candalican,2713
Ilocos Sur,Santa Cruz,Capariaan,2713
Ilocos Sur,Santa Cruz,Casilagan,2713
Ilocos Sur,Santa Cruz,Coscosnong,2713
Ilocos Sur,Santa Cruz,Daligan,2713
Ilocos Sur,Santa Cruz,Dili,2713
Ilocos Sur,Santa Cruz,Gabor Norte,2713
Ilocos Sur,Santa Cruz,Gabor Sur,2713
Ilocos Sur,Santa Cruz,Lalong,2713
Ilocos Sur,Santa Cruz,Lantag,2713
Ilocos Sur,Santa Cruz,Las-Ud,2713
Ilocos Sur,Santa Cruz,Mambog,2713
Ilocos Sur,Santa Cruz,Mantanas,2713
Ilocos Sur,Santa Cruz,Nagtengnga,2713
Ilocos Sur,Santa Cruz,Padaoil,2713
Ilocos Sur,Santa Cruz,Paratong,2713
Ilocos Sur,Santa Cruz,Pattiqui,2713
Ilocos Sur,Santa Cruz,Pidpid,2713
Ilocos Sur,Santa Cruz,Pilar,2713
Ilocos Sur,Santa Cruz,Pinipin,2713
Ilocos Sur,Santa Cruz,Poblacion Este,2713
Ilocos Sur,Santa Cruz,Poblacion Norte,2713
Ilocos Sur,Santa Cruz,Poblacion Weste,2713
Ilocos Sur,Santa Cruz,Poblacion Sur,2713
Ilocos Sur,Santa Cruz,Quinfermin,2713
Ilocos Sur,Santa Cruz,Quinsoriano,2713
Ilocos Sur,Santa Cruz,Sagat,2713
Ilocos Sur,Santa Cruz,San Antonio,2713
Ilocos Sur,Santa Cruz,San Jose,2713
Ilocos Sur,Santa Cruz,San Pedro,2713
Ilocos Sur,Santa Cruz,Saoat,2713
Ilocos Sur,Santa Cruz,Sevilla,2713
Ilocos Sur,Santa Cruz,Sidaoen,2713
Ilocos Sur,Santa Cruz,Suyo,2713
Ilocos Sur,Santa Cruz,Tampugo,2713
Ilocos Sur,Santa Cruz,Turod,2713
Ilocos Sur,Santa Cruz,Villa Garcia,2713
Ilocos Sur,Santa Cruz,Villa Hermosa,2713
Ilocos Sur,Santa Cruz,Villa Laurencia,2713
Ilocos Sur,Santa Lucia,Alincaoeg,2712
Ilocos Sur,Santa Lucia,Angkileng,2712
Ilocos Sur,Santa Lucia,Arangin,2712
Ilocos Sur,Santa Lucia,Ayusan,2712
Ilocos Sur,Santa Lucia,Banbanaba,2712
Ilocos Sur,Santa Lucia,Bao-As,2712
Ilocos Sur,Santa Lucia,Barangobong,2712
Ilocos Sur,Santa Lucia,Buliclic,2712
Ilocos Sur,Santa Lucia,Burgos,2712
Ilocos Sur,Santa Lucia,Cabaritan,2712
Ilocos Sur,Santa Lucia,Catayagan,2712
Ilocos Sur,Santa Lucia,Conconig East,2712
Ilocos Sur,Santa Lucia,Conconig West,2712
Ilocos Sur,Santa Lucia,Damacuag,2712
Ilocos Sur,Santa Lucia,Lubong,2712
Ilocos Sur,Santa Lucia,Luba,2712
Ilocos Sur,Santa Lucia,Nagrebcan,2712
Ilocos Sur,Santa Lucia,Nagtablaan,2712
